PadID	Sector	Row  PadInRow     gCenX       gCenZ       gx[0]       gz[0]       gx[1]       gz[1]       gx[2]       gz[2]       gx[3]       gz[3]       lCenX       lCenZ       lx[0]       lz[0]       lx[1]       lz[1]       lx[2]       lz[2]       lx[3]       lz[3]
7006	1	52        29        21.8      40.625     21.4215          40     21.7785       41.25     22.1818       41.25     21.8182          40        21.8      40.625     21.4215          40     21.7785       41.25     22.1818       41.25     21.8182          40
7007	1	52        30        22.2      40.625     21.8182          40     22.1818       41.25     22.5851       41.25     22.2149          40        22.2      40.625     21.8182          40     22.1818       41.25     22.5851       41.25     22.2149          40
7008	1	52        31        22.6      40.625     22.2149          40     22.5851       41.25     22.9884       41.25     22.6116          40        22.6      40.625     22.2149          40     22.5851       41.25     22.9884       41.25     22.6116          40
7009	1	52        32          23      40.625     22.6116          40     22.9884       41.25     23.3917       41.25     23.0083          40          23      40.625     22.6116          40     22.9884       41.25     23.3917       41.25     23.0083          40
7010	1	52        33        23.4      40.625     23.0083          40     23.3917       41.25      23.795       41.25      23.405          40        23.4      40.625     23.0083          40     23.3917       41.25      23.795       41.25      23.405          40
7011	1	52        34        23.8      40.625      23.405          40      23.795       41.25     24.1983       41.25     23.8017          40        23.8      40.625      23.405          40      23.795       41.25     24.1983       41.25     23.8017          40
7012	1	52        35        24.2      40.625     23.8017          40     24.1983       41.25     24.6017       41.25     24.1983          40        24.2      40.625     23.8017          40     24.1983       41.25     24.6017       41.25     24.1983          40
7013	1	52        36        24.6      40.625     24.1983          40     24.6017       41.25      25.005       41.25      24.595          40        24.6      40.625     24.1983          40     24.6017       41.25      25.005       41.25      24.595          40
7014	1	52        37          25      40.625      24.595          40      25.005       41.25     25.4083       41.25     24.9917          40          25      40.625      24.595          40      25.005       41.25     25.4083       41.25     24.9917          40
7015	1	52        38        25.4      40.625     24.9917          40     25.4083       41.25     25.8116       41.25     25.3884          40        25.4      40.625     24.9917          40     25.4083       41.25     25.8116       41.25     25.3884          40
7016	1	52        39        25.8      40.625     25.3884          40     25.8116       41.25     26.2149       41.25     25.7851          40        25.8      40.625     25.3884          40     25.8116       41.25     26.2149       41.25     25.7851          40
7017	1	52        40        26.2      40.625     25.7851          40     26.2149       41.25     26.6182       41.25     26.1818          40        26.2      40.625     25.7851          40     26.2149       41.25     26.6182       41.25     26.1818          40
7018	1	52        41        26.6      40.625     26.1818          40     26.6182       41.25     27.0215       41.25     26.5785          40        26.6      40.625     26.1818          40     26.6182       41.25     27.0215       41.25     26.5785          40
7019	1	52        42          27      40.625     26.5785          40     27.0215       41.25     27.4248       41.25     26.9752          40          27      40.625     26.5785          40     27.0215       41.25     27.4248       41.25     26.9752          40
7020	1	52        43        27.4      40.625     26.9752          40     27.4248       41.25     27.8281       41.25     27.3719          40        27.4      40.625     26.9752          40     27.4248       41.25     27.8281       41.25     27.3719          40
7021	1	52        44        27.8      40.625     27.3719          40     27.8281       41.25     28.2314       41.25     27.7686          40        27.8      40.625     27.3719          40     27.8281       41.25     28.2314       41.25     27.7686          40
7022	1	52        45        28.2      40.625     27.7686          40     28.2314       41.25     28.6347       41.25     28.1653          40        28.2      40.625     27.7686          40     28.2314       41.25     28.6347       41.25     28.1653          40
7023	1	52        46        28.6      40.625     28.1653          40     28.6347       41.25      29.038       41.25      28.562          40        28.6      40.625     28.1653          40     28.6347       41.25      29.038       41.25      28.562          40
7024	1	52        47          29      40.625      28.562          40      29.038       41.25     29.4413       41.25     28.9587          40          29      40.625      28.562          40      29.038       41.25     29.4413       41.25     28.9587          40
7025	1	52        48        29.4      40.625     28.9587          40     29.4413       41.25     29.8446       41.25     29.3554          40        29.4      40.625     28.9587          40     29.4413       41.25     29.8446       41.25     29.3554          40
7026	1	52        49        29.8      40.625     29.3554          40     29.8446       41.25     30.2479       41.25     29.7521          40        29.8      40.625     29.3554          40     29.8446       41.25     30.2479       41.25     29.7521          40
7027	1	52        50        30.2      40.625     29.7521          40     30.2479       41.25     30.6512       41.25     30.1488          40        30.2      40.625     29.7521          40     30.2479       41.25     30.6512       41.25     30.1488          40
7028	1	52        51        30.6      40.625     30.1488          40     30.6512       41.25     31.0545       41.25     30.5455          40        30.6      40.625     30.1488          40     30.6512       41.25     31.0545       41.25     30.5455          40
7029	1	52        52          31      40.625     30.5455          40     31.0545       41.25     31.4579       41.25     30.9421          40          31      40.625     30.5455          40     31.0545       41.25     31.4579       41.25     30.9421          40
7030	1	52        53        31.4      40.625     30.9421          40     31.4579       41.25     31.8612       41.25     31.3388          40        31.4      40.625     30.9421          40     31.4579       41.25     31.8612       41.25     31.3388          40
7031	1	52        54        31.8      40.625     31.3388          40     31.8612       41.25     32.2645       41.25     31.7355          40        31.8      40.625     31.3388          40     31.8612       41.25     32.2645       41.25     31.7355          40
7032	1	52        55        32.2      40.625     31.7355          40     32.2645       41.25     32.6678       41.25     32.1322          40        32.2      40.625     31.7355          40     32.2645       41.25     32.6678       41.25     32.1322          40
7033	1	52        56        32.6      40.625     32.1322          40     32.6678       41.25     33.0711       41.25     32.5289          40        32.6      40.625     32.1322          40     32.6678       41.25     33.0711       41.25     32.5289          40
7034	1	52        57          33      40.625     32.5289          40     33.0711       41.25     33.4744       41.25     32.9256          40          33      40.625     32.5289          40     33.0711       41.25     33.4744       41.25     32.9256          40
7035	1	52        58        33.4      40.625     32.9256          40     33.4744       41.25     33.8777       41.25     33.3223          40        33.4      40.625     32.9256          40     33.4744       41.25     33.8777       41.25     33.3223          40
7036	1	52        59        33.8      40.625     33.3223          40     33.8777       41.25      34.281       41.25      33.719          40        33.8      40.625     33.3223          40     33.8777       41.25      34.281       41.25      33.719          40
7037	1	52        60        34.2      40.625      33.719          40      34.281       41.25     34.6843       41.25     34.1157          40        34.2      40.625      33.719          40      34.281       41.25     34.6843       41.25     34.1157          40
7038	1	52        61        34.6      40.625     34.1157          40     34.6843       41.25     35.0876       41.25     34.5124          40        34.6      40.625     34.1157          40     34.6843       41.25     35.0876       41.25     34.5124          40
7039	1	52        62          35      40.625     34.5124          40     35.0876       41.25     35.4909       41.25     34.9091          40          35      40.625     34.5124          40     35.0876       41.25     35.4909       41.25     34.9091          40
7040	1	52        63        35.4      40.625     34.9091          40     35.4909       41.25     35.8942       41.25     35.3058          40        35.4      40.625     34.9091          40     35.4909       41.25     35.8942       41.25     35.3058          40
7041	1	52        64        35.8      40.625     35.3058          40     35.8942       41.25     36.2975       41.25     35.7025          40        35.8      40.625     35.3058          40     35.8942       41.25     36.2975       41.25     35.7025          40
7042	1	52        65        36.2      40.625     35.7025          40     36.2975       41.25     36.7008       41.25     36.0992          40        36.2      40.625     35.7025          40     36.2975       41.25     36.7008       41.25     36.0992          40
7043	1	52        66        36.6      40.625     36.0992          40     36.7008       41.25     37.1041       41.25     36.4959          40        36.6      40.625     36.0992          40     36.7008       41.25     37.1041       41.25     36.4959          40
7044	1	52        67          37      40.625     36.4959          40     37.1041       41.25     37.5074       41.25     36.8926          40          37      40.625     36.4959          40     37.1041       41.25     37.5074       41.25     36.8926          40
7045	1	52        68        37.4      40.625     36.8926          40     37.5074       41.25     37.9107       41.25     37.2893          40        37.4      40.625     36.8926          40     37.5074       41.25     37.9107       41.25     37.2893          40
7046	1	52        69        37.8      40.625     37.2893          40     37.9107       41.25      38.314       41.25      37.686          40        37.8      40.625     37.2893          40     37.9107       41.25      38.314       41.25      37.686          40
7047	1	52        70        38.2      40.625      37.686          40      38.314       41.25     38.7174       41.25     38.0826          40        38.2      40.625      37.686          40      38.314       41.25     38.7174       41.25     38.0826          40
7048	1	52        71        38.6      40.625     38.0826          40     38.7174       41.25     39.1207       41.25     38.4793          40        38.6      40.625     38.0826          40     38.7174       41.25     39.1207       41.25     38.4793          40
7049	1	52        72          39      40.625     38.4793          40     39.1207       41.25      39.524       41.25      38.876          40          39      40.625     38.4793          40     39.1207       41.25      39.524       41.25      38.876          40
7050	1	52        73        39.4      40.625      38.876          40      39.524       41.25     39.9273       41.25     39.2727          40        39.4      40.625      38.876          40      39.524       41.25     39.9273       41.25     39.2727          40
7051	1	52        74        39.8      40.625     39.2727          40     39.9273       41.25     40.3306       41.25     39.6694          40        39.8      40.625     39.2727          40     39.9273       41.25     40.3306       41.25     39.6694          40
7052	1	52        75        40.2      40.625     39.6694          40     40.3306       41.25     40.7339       41.25     40.0661          40        40.2      40.625     39.6694          40     40.3306       41.25     40.7339       41.25     40.0661          40
7053	1	52        76        40.6      40.625     40.0661          40     40.7339       41.25     41.1372       41.25     40.4628          40        40.6      40.625     40.0661          40     40.7339       41.25     41.1372       41.25     40.4628          40
7054	1	52        77          41      40.625     40.4628          40     41.1372       41.25     41.5405       41.25     40.8595          40          41      40.625     40.4628          40     41.1372       41.25     41.5405       41.25     40.8595          40
7055	1	52        78        41.4      40.625     40.8595          40     41.5405       41.25     41.9438       41.25     41.2562          40        41.4      40.625     40.8595          40     41.5405       41.25     41.9438       41.25     41.2562          40
7056	1	52        79        41.8      40.625     41.2562          40     41.9438       41.25     42.3471       41.25     41.6529          40        41.8      40.625     41.2562          40     41.9438       41.25     42.3471       41.25     41.6529          40
7057	1	52        80        42.2      40.625     41.6529          40     42.3471       41.25     42.7504       41.25     42.0496          40        42.2      40.625     41.6529          40     42.3471       41.25     42.7504       41.25     42.0496          40
7058	1	52        81        42.6      40.625     42.0496          40     42.7504       41.25     43.1537       41.25     42.4463          40        42.6      40.625     42.0496          40     42.7504       41.25     43.1537       41.25     42.4463          40
7059	1	52        82          43      40.625     42.4463          40     43.1537       41.25      43.557       41.25      42.843          40          43      40.625     42.4463          40     43.1537       41.25      43.557       41.25      42.843          40
7060	1	52        83        43.4      40.625      42.843          40      43.557       41.25     43.9603       41.25     43.2397          40        43.4      40.625      42.843          40      43.557       41.25     43.9603       41.25     43.2397          40
7061	1	52        84        43.8      40.625     43.2397          40     43.9603       41.25     44.3636       41.25     43.6364          40        43.8      40.625     43.2397          40     43.9603       41.25     44.3636       41.25     43.6364          40
7062	1	52        85        44.2      40.625     43.6364          40     44.3636       41.25     44.7669       41.25     44.0331          40        44.2      40.625     43.6364          40     44.3636       41.25     44.7669       41.25     44.0331          40
7063	1	52        86        44.6      40.625     44.0331          40     44.7669       41.25     45.1702       41.25     44.4298          40        44.6      40.625     44.0331          40     44.7669       41.25     45.1702       41.25     44.4298          40
7064	1	52        87          45      40.625     44.4298          40     45.1702       41.25     45.5736       41.25     44.8264          40          45      40.625     44.4298          40     45.1702       41.25     45.5736       41.25     44.8264          40
7065	1	52        88        45.4      40.625     44.8264          40     45.5736       41.25     45.9769       41.25     45.2231          40        45.4      40.625     44.8264          40     45.5736       41.25     45.9769       41.25     45.2231          40
7066	1	52        89        45.8      40.625     45.2231          40     45.9769       41.25     46.3802       41.25     45.6198          40        45.8      40.625     45.2231          40     45.9769       41.25     46.3802       41.25     45.6198          40
7067	1	52        90        46.2      40.625     45.6198          40     46.3802       41.25     46.7835       41.25     46.0165          40        46.2      40.625     45.6198          40     46.3802       41.25     46.7835       41.25     46.0165          40
7068	1	52        91        46.6      40.625     46.0165          40     46.7835       41.25     47.1868       41.25     46.4132          40        46.6      40.625     46.0165          40     46.7835       41.25     47.1868       41.25     46.4132          40
7069	1	52        92          47      40.625     46.4132          40     47.1868       41.25     47.5901       41.25     46.8099          40          47      40.625     46.4132          40     47.1868       41.25     47.5901       41.25     46.8099          40
7070	1	52        93        47.4      40.625     46.8099          40     47.5901       41.25     47.9934       41.25     47.2066          40        47.4      40.625     46.8099          40     47.5901       41.25     47.9934       41.25     47.2066          40
7071	1	52        94        47.8      40.625     47.2066          40     47.9934       41.25     48.3967       41.25     47.6033          40        47.8      40.625     47.2066          40     47.9934       41.25     48.3967       41.25     47.6033          40
7072	1	52        95        48.2      40.625     47.6033          40     48.3967       41.25        48.8       41.25          48          40        48.2      40.625     47.6033          40     48.3967       41.25        48.8       41.25          48          40
7073	1	52        96        48.6      40.625          48          40        48.8       41.25     49.2033       41.25     48.3967          40        48.6      40.625          48          40        48.8       41.25     49.2033       41.25     48.3967          40
7074	1	52        97          49      40.625     48.3967          40     49.2033       41.25     49.6066       41.25     48.7934          40          49      40.625     48.3967          40     49.2033       41.25     49.6066       41.25     48.7934          40
7075	1	52        98        49.4      40.625     48.7934          40     49.6066       41.25     50.0099       41.25     49.1901          40        49.4      40.625     48.7934          40     49.6066       41.25     50.0099       41.25     49.1901          40
7076	1	52        99        49.8      40.625     49.1901          40     50.0099       41.25     50.4132       41.25     49.5868          40        49.8      40.625     49.1901          40     50.0099       41.25     50.4132       41.25     49.5868          40
7077	1	52       100        50.2      40.625     49.5868          40     50.4132       41.25     50.8165       41.25     49.9835          40        50.2      40.625     49.5868          40     50.4132       41.25     50.8165       41.25     49.9835          40
7078	1	52       101        50.6      40.625     49.9835          40     50.8165       41.25     51.2198       41.25     50.3802          40        50.6      40.625     49.9835          40     50.8165       41.25     51.2198       41.25     50.3802          40
7079	1	52       102          51      40.625     50.3802          40     51.2198       41.25     51.6231       41.25     50.7769          40          51      40.625     50.3802          40     51.2198       41.25     51.6231       41.25     50.7769          40
7080	1	52       103        51.4      40.625     50.7769          40     51.6231       41.25     52.0264       41.25     51.1736          40        51.4      40.625     50.7769          40     51.6231       41.25     52.0264       41.25     51.1736          40
7081	1	52       104        51.8      40.625     51.1736          40     52.0264       41.25     52.4298       41.25     51.5702          40        51.8      40.625     51.1736          40     52.0264       41.25     52.4298       41.25     51.5702          40
7082	1	52       105        52.2      40.625     51.5702          40     52.4298       41.25     52.8331       41.25     51.9669          40        52.2      40.625     51.5702          40     52.4298       41.25     52.8331       41.25     51.9669          40
7083	1	52       106        52.6      40.625     51.9669          40     52.8331       41.25     53.2364       41.25     52.3636          40        52.6      40.625     51.9669          40     52.8331       41.25     53.2364       41.25     52.3636          40
7084	1	52       107          53      40.625     52.3636          40     53.2364       41.25     53.6397       41.25     52.7603          40          53      40.625     52.3636          40     53.2364       41.25     53.6397       41.25     52.7603          40
7085	1	52       108        53.4      40.625     52.7603          40     53.6397       41.25      54.043       41.25      53.157          40        53.4      40.625     52.7603          40     53.6397       41.25      54.043       41.25      53.157          40
7086	1	52       109        53.8      40.625      53.157          40      54.043       41.25     54.4463       41.25     53.5537          40        53.8      40.625      53.157          40      54.043       41.25     54.4463       41.25     53.5537          40
7087	1	52       110        54.2      40.625     53.5537          40     54.4463       41.25     54.8496       41.25     53.9504          40        54.2      40.625     53.5537          40     54.4463       41.25     54.8496       41.25     53.9504          40
7088	1	52       111        54.6      40.625     53.9504          40     54.8496       41.25     55.2529       41.25     54.3471          40        54.6      40.625     53.9504          40     54.8496       41.25     55.2529       41.25     54.3471          40
7089	1	52       112          55      40.625     54.3471          40     55.2529       41.25     55.6562       41.25     54.7438          40          55      40.625     54.3471          40     55.2529       41.25     55.6562       41.25     54.7438          40
7090	1	52       113        55.4      40.625     54.7438          40     55.6562       41.25     56.0595       41.25     55.1405          40        55.4      40.625     54.7438          40     55.6562       41.25     56.0595       41.25     55.1405          40
7091	1	52       114        55.8      40.625     55.1405          40     56.0595       41.25     56.4628       41.25     55.5372          40        55.8      40.625     55.1405          40     56.0595       41.25     56.4628       41.25     55.5372          40
7092	1	52       115        56.2      40.625     55.5372          40     56.4628       41.25     56.8661       41.25     55.9339          40        56.2      40.625     55.5372          40     56.4628       41.25     56.8661       41.25     55.9339          40
7093	1	52       116        56.6      40.625     55.9339          40     56.8661       41.25     57.2694       41.25     56.3306          40        56.6      40.625     55.9339          40     56.8661       41.25     57.2694       41.25     56.3306          40
7094	1	52       117          57      40.625     56.3306          40     57.2694       41.25     57.6727       41.25     56.7273          40          57      40.625     56.3306          40     57.2694       41.25     57.6727       41.25     56.7273          40
7095	1	52       118        57.4      40.625     56.7273          40     57.6727       41.25      58.076       41.25      57.124          40        57.4      40.625     56.7273          40     57.6727       41.25      58.076       41.25      57.124          40
7096	1	52       119        57.8      40.625      57.124          40      58.076       41.25     58.4793       41.25     57.5207          40        57.8      40.625      57.124          40      58.076       41.25     58.4793       41.25     57.5207          40
7097	1	52       120        58.2      40.625     57.5207          40     58.4793       41.25     58.8826       41.25     57.9174          40        58.2      40.625     57.5207          40     58.4793       41.25     58.8826       41.25     57.9174          40
7098	1	52       121        58.6      40.625     57.9174          40     58.8826       41.25      59.286       41.25      58.314          40        58.6      40.625     57.9174          40     58.8826       41.25      59.286       41.25      58.314          40
7099	1	52       122          59      40.625      58.314          40      59.286       41.25     59.6893       41.25     58.7107          40          59      40.625      58.314          40      59.286       41.25     59.6893       41.25     58.7107          40
7100	1	52       123        59.4      40.625     58.7107          40     59.6893       41.25     60.0926       41.25     59.1074          40        59.4      40.625     58.7107          40     59.6893       41.25     60.0926       41.25     59.1074          40
7101	1	52       124        59.8      40.625     59.1074          40     60.0926       41.25     60.4959       41.25     59.5041          40        59.8      40.625     59.1074          40     60.0926       41.25     60.4959       41.25     59.5041          40
7102	1	53         0        10.2      41.875      9.9187       41.25     10.0813        42.5     10.4846        42.5     10.3154       41.25        10.2      41.875      9.9187       41.25     10.0813        42.5     10.4846        42.5     10.3154       41.25
7103	1	53         1        10.6      41.875     10.3154       41.25     10.4846        42.5     10.8878        42.5     10.7122       41.25        10.6      41.875     10.3154       41.25     10.4846        42.5     10.8878        42.5     10.7122       41.25
7104	1	53         2          11      41.875     10.7122       41.25     10.8878        42.5     11.2911        42.5     11.1089       41.25          11      41.875     10.7122       41.25     10.8878        42.5     11.2911        42.5     11.1089       41.25
7105	1	53         3        11.4      41.875     11.1089       41.25     11.2911        42.5     11.6943        42.5     11.5057       41.25        11.4      41.875     11.1089       41.25     11.2911        42.5     11.6943        42.5     11.5057       41.25
7106	1	53         4        11.8      41.875     11.5057       41.25     11.6943        42.5     12.0976        42.5     11.9024       41.25        11.8      41.875     11.5057       41.25     11.6943        42.5     12.0976        42.5     11.9024       41.25
7107	1	53         5        12.2      41.875     11.9024       41.25     12.0976        42.5     12.5008        42.5     12.2992       41.25        12.2      41.875     11.9024       41.25     12.0976        42.5     12.5008        42.5     12.2992       41.25
7108	1	53         6        12.6      41.875     12.2992       41.25     12.5008        42.5     12.9041        42.5     12.6959       41.25        12.6      41.875     12.2992       41.25     12.5008        42.5     12.9041        42.5     12.6959       41.25
7109	1	53         7          13      41.875     12.6959       41.25     12.9041        42.5     13.3073        42.5     13.0927       41.25          13      41.875     12.6959       41.25     12.9041        42.5     13.3073        42.5     13.0927       41.25
7110	1	53         8        13.4      41.875     13.0927       41.25     13.3073        42.5     13.7106        42.5     13.4894       41.25        13.4      41.875     13.0927       41.25     13.3073        42.5     13.7106        42.5     13.4894       41.25
7111	1	53         9        13.8      41.875     13.4894       41.25     13.7106        42.5     14.1138        42.5     13.8862       41.25        13.8      41.875     13.4894       41.25     13.7106        42.5     14.1138        42.5     13.8862       41.25
7112	1	53        10        14.2      41.875     13.8862       41.25     14.1138        42.5     14.5171        42.5     14.2829       41.25        14.2      41.875     13.8862       41.25     14.1138        42.5     14.5171        42.5     14.2829       41.25
7113	1	53        11        14.6      41.875     14.2829       41.25     14.5171        42.5     14.9203        42.5     14.6797       41.25        14.6      41.875     14.2829       41.25     14.5171        42.5     14.9203        42.5     14.6797       41.25
7114	1	53        12          15      41.875     14.6797       41.25     14.9203        42.5     15.3236        42.5     15.0764       41.25          15      41.875     14.6797       41.25     14.9203        42.5     15.3236        42.5     15.0764       41.25
7115	1	53        13        15.4      41.875     15.0764       41.25     15.3236        42.5     15.7268        42.5     15.4732       41.25        15.4      41.875     15.0764       41.25     15.3236        42.5     15.7268        42.5     15.4732       41.25
7116	1	53        14        15.8      41.875     15.4732       41.25     15.7268        42.5     16.1301        42.5     15.8699       41.25        15.8      41.875     15.4732       41.25     15.7268        42.5     16.1301        42.5     15.8699       41.25
7117	1	53        15        16.2      41.875     15.8699       41.25     16.1301        42.5     16.5333        42.5     16.2667       41.25        16.2      41.875     15.8699       41.25     16.1301        42.5     16.5333        42.5     16.2667       41.25
7118	1	53        16        16.6      41.875     16.2667       41.25     16.5333        42.5     16.9366        42.5     16.6634       41.25        16.6      41.875     16.2667       41.25     16.5333        42.5     16.9366        42.5     16.6634       41.25
7119	1	53        17          17      41.875     16.6634       41.25     16.9366        42.5     17.3398        42.5     17.0602       41.25          17      41.875     16.6634       41.25     16.9366        42.5     17.3398        42.5     17.0602       41.25
7120	1	53        18        17.4      41.875     17.0602       41.25     17.3398        42.5     17.7431        42.5     17.4569       41.25        17.4      41.875     17.0602       41.25     17.3398        42.5     17.7431        42.5     17.4569       41.25
7121	1	53        19        17.8      41.875     17.4569       41.25     17.7431        42.5     18.1463        42.5     17.8537       41.25        17.8      41.875     17.4569       41.25     17.7431        42.5     18.1463        42.5     17.8537       41.25
7122	1	53        20        18.2      41.875     17.8537       41.25     18.1463        42.5     18.5496        42.5     18.2504       41.25        18.2      41.875     17.8537       41.25     18.1463        42.5     18.5496        42.5     18.2504       41.25
7123	1	53        21        18.6      41.875     18.2504       41.25     18.5496        42.5     18.9528        42.5     18.6472       41.25        18.6      41.875     18.2504       41.25     18.5496        42.5     18.9528        42.5     18.6472       41.25
7124	1	53        22          19      41.875     18.6472       41.25     18.9528        42.5     19.3561        42.5     19.0439       41.25          19      41.875     18.6472       41.25     18.9528        42.5     19.3561        42.5     19.0439       41.25
7125	1	53        23        19.4      41.875     19.0439       41.25     19.3561        42.5     19.7593        42.5     19.4407       41.25        19.4      41.875     19.0439       41.25     19.3561        42.5     19.7593        42.5     19.4407       41.25
7126	1	53        24        19.8      41.875     19.4407       41.25     19.7593        42.5     20.1626        42.5     19.8374       41.25        19.8      41.875     19.4407       41.25     19.7593        42.5     20.1626        42.5     19.8374       41.25
7127	1	53        25        20.2      41.875     19.8374       41.25     20.1626        42.5     20.5659        42.5     20.2341       41.25        20.2      41.875     19.8374       41.25     20.1626        42.5     20.5659        42.5     20.2341       41.25
7128	1	53        26        20.6      41.875     20.2341       41.25     20.5659        42.5     20.9691        42.5     20.6309       41.25        20.6      41.875     20.2341       41.25     20.5659        42.5     20.9691        42.5     20.6309       41.25
7129	1	53        27          21      41.875     20.6309       41.25     20.9691        42.5     21.3724        42.5     21.0276       41.25          21      41.875     20.6309       41.25     20.9691        42.5     21.3724        42.5     21.0276       41.25
7130	1	53        28        21.4      41.875     21.0276       41.25     21.3724        42.5     21.7756        42.5     21.4244       41.25        21.4      41.875     21.0276       41.25     21.3724        42.5     21.7756        42.5     21.4244       41.25
7131	1	53        29        21.8      41.875     21.4244       41.25     21.7756        42.5     22.1789        42.5     21.8211       41.25        21.8      41.875     21.4244       41.25     21.7756        42.5     22.1789        42.5     21.8211       41.25
7132	1	53        30        22.2      41.875     21.8211       41.25     22.1789        42.5     22.5821        42.5     22.2179       41.25        22.2      41.875     21.8211       41.25     22.1789        42.5     22.5821        42.5     22.2179       41.25
7133	1	53        31        22.6      41.875     22.2179       41.25     22.5821        42.5     22.9854        42.5     22.6146       41.25        22.6      41.875     22.2179       41.25     22.5821        42.5     22.9854        42.5     22.6146       41.25
7134	1	53        32          23      41.875     22.6146       41.25     22.9854        42.5     23.3886        42.5     23.0114       41.25          23      41.875     22.6146       41.25     22.9854        42.5     23.3886        42.5     23.0114       41.25
7135	1	53        33        23.4      41.875     23.0114       41.25     23.3886        42.5     23.7919        42.5     23.4081       41.25        23.4      41.875     23.0114       41.25     23.3886        42.5     23.7919        42.5     23.4081       41.25
7136	1	53        34        23.8      41.875     23.4081       41.25     23.7919        42.5     24.1951        42.5     23.8049       41.25        23.8      41.875     23.4081       41.25     23.7919        42.5     24.1951        42.5     23.8049       41.25
7137	1	53        35        24.2      41.875     23.8049       41.25     24.1951        42.5     24.5984        42.5     24.2016       41.25        24.2      41.875     23.8049       41.25     24.1951        42.5     24.5984        42.5     24.2016       41.25
7138	1	53        36        24.6      41.875     24.2016       41.25     24.5984        42.5     25.0016        42.5     24.5984       41.25        24.6      41.875     24.2016       41.25     24.5984        42.5     25.0016        42.5     24.5984       41.25
7139	1	53        37          25      41.875     24.5984       41.25     25.0016        42.5     25.4049        42.5     24.9951       41.25          25      41.875     24.5984       41.25     25.0016        42.5     25.4049        42.5     24.9951       41.25
7140	1	53        38        25.4      41.875     24.9951       41.25     25.4049        42.5     25.8081        42.5     25.3919       41.25        25.4      41.875     24.9951       41.25     25.4049        42.5     25.8081        42.5     25.3919       41.25
7141	1	53        39        25.8      41.875     25.3919       41.25     25.8081        42.5     26.2114        42.5     25.7886       41.25        25.8      41.875     25.3919       41.25     25.8081        42.5     26.2114        42.5     25.7886       41.25
7142	1	53        40        26.2      41.875     25.7886       41.25     26.2114        42.5     26.6146        42.5     26.1854       41.25        26.2      41.875     25.7886       41.25     26.2114        42.5     26.6146        42.5     26.1854       41.25
7143	1	53        41        26.6      41.875     26.1854       41.25     26.6146        42.5     27.0179        42.5     26.5821       41.25        26.6      41.875     26.1854       41.25     26.6146        42.5     27.0179        42.5     26.5821       41.25
7144	1	53        42          27      41.875     26.5821       41.25     27.0179        42.5     27.4211        42.5     26.9789       41.25          27      41.875     26.5821       41.25     27.0179        42.5     27.4211        42.5     26.9789       41.25
7145	1	53        43        27.4      41.875     26.9789       41.25     27.4211        42.5     27.8244        42.5     27.3756       41.25        27.4      41.875     26.9789       41.25     27.4211        42.5     27.8244        42.5     27.3756       41.25
7146	1	53        44        27.8      41.875     27.3756       41.25     27.8244        42.5     28.2276        42.5     27.7724       41.25        27.8      41.875     27.3756       41.25     27.8244        42.5     28.2276        42.5     27.7724       41.25
7147	1	53        45        28.2      41.875     27.7724       41.25     28.2276        42.5     28.6309        42.5     28.1691       41.25        28.2      41.875     27.7724       41.25     28.2276        42.5     28.6309        42.5     28.1691       41.25
7148	1	53        46        28.6      41.875     28.1691       41.25     28.6309        42.5     29.0341        42.5     28.5659       41.25        28.6      41.875     28.1691       41.25     28.6309        42.5     29.0341        42.5     28.5659       41.25
7149	1	53        47          29      41.875     28.5659       41.25     29.0341        42.5     29.4374        42.5     28.9626       41.25          29      41.875     28.5659       41.25     29.0341        42.5     29.4374        42.5     28.9626       41.25
7150	1	53        48        29.4      41.875     28.9626       41.25     29.4374        42.5     29.8407        42.5     29.3593       41.25        29.4      41.875     28.9626       41.25     29.4374        42.5     29.8407        42.5     29.3593       41.25
7151	1	53        49        29.8      41.875     29.3593       41.25     29.8407        42.5     30.2439        42.5     29.7561       41.25        29.8      41.875     29.3593       41.25     29.8407        42.5     30.2439        42.5     29.7561       41.25
7152	1	53        50        30.2      41.875     29.7561       41.25     30.2439        42.5     30.6472        42.5     30.1528       41.25        30.2      41.875     29.7561       41.25     30.2439        42.5     30.6472        42.5     30.1528       41.25
7153	1	53        51        30.6      41.875     30.1528       41.25     30.6472        42.5     31.0504        42.5     30.5496       41.25        30.6      41.875     30.1528       41.25     30.6472        42.5     31.0504        42.5     30.5496       41.25
7154	1	53        52          31      41.875     30.5496       41.25     31.0504        42.5     31.4537        42.5     30.9463       41.25          31      41.875     30.5496       41.25     31.0504        42.5     31.4537        42.5     30.9463       41.25
7155	1	53        53        31.4      41.875     30.9463       41.25     31.4537        42.5     31.8569        42.5     31.3431       41.25        31.4      41.875     30.9463       41.25     31.4537        42.5     31.8569        42.5     31.3431       41.25
7156	1	53        54        31.8      41.875     31.3431       41.25     31.8569        42.5     32.2602        42.5     31.7398       41.25        31.8      41.875     31.3431       41.25     31.8569        42.5     32.2602        42.5     31.7398       41.25
7157	1	53        55        32.2      41.875     31.7398       41.25     32.2602        42.5     32.6634        42.5     32.1366       41.25        32.2      41.875     31.7398       41.25     32.2602        42.5     32.6634        42.5     32.1366       41.25
7158	1	53        56        32.6      41.875     32.1366       41.25     32.6634        42.5     33.0667        42.5     32.5333       41.25        32.6      41.875     32.1366       41.25     32.6634        42.5     33.0667        42.5     32.5333       41.25
