PadID	Sector	Row  PadInRow     gCenX       gCenZ       gx[0]       gz[0]       gx[1]       gz[1]       gx[2]       gz[2]       gx[3]       gz[3]       lCenX       lCenZ       lx[0]       lz[0]       lx[1]       lz[1]       lx[2]       lz[2]       lx[3]       lz[3]
135	0	3         3      15.005     -21.745       14.29    -22.1385       15.72    -20.8515       15.72    -21.3753       14.29    -22.6147      21.745      15.005     22.1385       14.29     20.8515       15.72     21.3753       15.72     22.6147       14.29
136	0	3         4      15.005     -22.245       14.29    -22.6147       15.72    -21.3753       15.72    -21.8991       14.29    -23.0909      22.245      15.005     22.6147       14.29     21.3753       15.72     21.8991       15.72     23.0909       14.29
137	0	3         5      15.005     -22.745       14.29    -23.0909       15.72    -21.8991       15.72     -22.423       14.29     -23.567      22.745      15.005     23.0909       14.29     21.8991       15.72      22.423       15.72      23.567       14.29
138	0	3         6      15.005     -23.245       14.29     -23.567       15.72     -22.423       15.72    -22.9468       14.29    -24.0432      23.245      15.005      23.567       14.29      22.423       15.72     22.9468       15.72     24.0432       14.29
139	0	3         7      15.005     -23.745       14.29    -24.0432       15.72    -22.9468       15.72    -23.4706       14.29    -24.5194      23.745      15.005     24.0432       14.29     22.9468       15.72     23.4706       15.72     24.5194       14.29
140	0	3         8      15.005     -24.245       14.29    -24.5194       15.72    -23.4706       15.72    -23.9944       14.29    -24.9956      24.245      15.005     24.5194       14.29     23.4706       15.72     23.9944       15.72     24.9956       14.29
141	0	3         9      15.005     -24.745       14.29    -24.9956       15.72    -23.9944       15.72    -24.5183       14.29    -25.4717      24.745      15.005     24.9956       14.29     23.9944       15.72     24.5183       15.72     25.4717       14.29
142	0	3        10      15.005     -25.245       14.29    -25.4717       15.72    -24.5183       15.72    -25.0421       14.29    -25.9479      25.245      15.005     25.4717       14.29     24.5183       15.72     25.0421       15.72     25.9479       14.29
143	0	3        11      15.005     -25.745       14.29    -25.9479       15.72    -25.0421       15.72    -25.5659       14.29    -26.4241      25.745      15.005     25.9479       14.29     25.0421       15.72     25.5659       15.72     26.4241       14.29
144	0	3        12      15.005     -26.245       14.29    -26.4241       15.72    -25.5659       15.72    -26.0897       14.29    -26.9003      26.245      15.005     26.4241       14.29     25.5659       15.72     26.0897       15.72     26.9003       14.29
145	0	3        13      15.005     -26.745       14.29    -26.9003       15.72    -26.0897       15.72    -26.6136       14.29    -27.3764      26.745      15.005     26.9003       14.29     26.0897       15.72     26.6136       15.72     27.3764       14.29
146	0	3        14      15.005     -27.245       14.29    -27.3764       15.72    -26.6136       15.72    -27.1374       14.29    -27.8526      27.245      15.005     27.3764       14.29     26.6136       15.72     27.1374       15.72     27.8526       14.29
147	0	3        15      15.005     -27.745       14.29    -27.8526       15.72    -27.1374       15.72    -27.6612       14.29    -28.3288      27.745      15.005     27.8526       14.29     27.1374       15.72     27.6612       15.72     28.3288       14.29
148	0	3        16      15.005     -28.245       14.29    -28.3288       15.72    -27.6612       15.72     -28.185       14.29     -28.805      28.245      15.005     28.3288       14.29     27.6612       15.72      28.185       15.72      28.805       14.29
149	0	3        17      15.005     -28.745       14.29     -28.805       15.72     -28.185       15.72    -28.7089       14.29    -29.2811      28.745      15.005      28.805       14.29      28.185       15.72     28.7089       15.72     29.2811       14.29
150	0	3        18      15.005     -29.245       14.29    -29.2811       15.72    -28.7089       15.72    -29.2327       14.29    -29.7573      29.245      15.005     29.2811       14.29     28.7089       15.72     29.2327       15.72     29.7573       14.29
151	0	3        19      15.005     -29.745       14.29    -29.7573       15.72    -29.2327       15.72    -29.7565       14.29    -30.2335      29.745      15.005     29.7573       14.29     29.2327       15.72     29.7565       15.72     30.2335       14.29
152	0	3        20      15.005     -30.245       14.29    -30.2335       15.72    -29.7565       15.72    -30.2803       14.29    -30.7097      30.245      15.005     30.2335       14.29     29.7565       15.72     30.2803       15.72     30.7097       14.29
153	0	3        21      15.005     -30.745       14.29    -30.7097       15.72    -30.2803       15.72    -30.8042       14.29    -31.1858      30.745      15.005     30.7097       14.29     30.2803       15.72     30.8042       15.72     31.1858       14.29
154	0	3        22      15.005     -31.245       14.29    -31.1858       15.72    -30.8042       15.72     -31.328       14.29     -31.662      31.245      15.005     31.1858       14.29     30.8042       15.72      31.328       15.72      31.662       14.29
155	0	3        23      15.005     -31.745       14.29     -31.662       15.72     -31.328       15.72    -31.8518       14.29    -32.1382      31.745      15.005      31.662       14.29      31.328       15.72     31.8518       15.72     32.1382       14.29
156	0	3        24      15.005     -32.245       14.29    -32.1382       15.72    -31.8518       15.72    -32.3756       14.29    -32.6144      32.245      15.005     32.1382       14.29     31.8518       15.72     32.3756       15.72     32.6144       14.29
157	0	3        25      15.005     -32.745       14.29    -32.6144       15.72    -32.3756       15.72    -32.8995       14.29    -33.0905      32.745      15.005     32.6144       14.29     32.3756       15.72     32.8995       15.72     33.0905       14.29
158	0	3        26      15.005     -33.245       14.29    -33.0905       15.72    -32.8995       15.72    -33.4233       14.29    -33.5667      33.245      15.005     33.0905       14.29     32.8995       15.72     33.4233       15.72     33.5667       14.29
159	0	3        27      15.005     -33.745       14.29    -33.5667       15.72    -33.4233       15.72    -33.9471       14.29    -34.0429      33.745      15.005     33.5667       14.29     33.4233       15.72     33.9471       15.72     34.0429       14.29
160	0	3        28      15.005     -34.245       14.29    -34.0429       15.72    -33.9471       15.72    -34.4709       14.29    -34.5191      34.245      15.005     34.0429       14.29     33.9471       15.72     34.4709       15.72     34.5191       14.29
161	0	3        29      15.005     -34.745       14.29    -34.5191       15.72    -34.4709       15.72    -34.9948       14.29    -34.9952      34.745      15.005     34.5191       14.29     34.4709       15.72     34.9948       15.72     34.9952       14.29
162	0	3        30      15.005     -35.245       14.29    -34.9952       15.72    -34.9948       15.72    -35.5186       14.29    -35.4714      35.245      15.005     34.9952       14.29     34.9948       15.72     35.5186       15.72     35.4714       14.29
163	0	3        31      15.005     -35.745       14.29    -35.4714       15.72    -35.5186       15.72    -36.0424       14.29    -35.9476      35.745      15.005     35.4714       14.29     35.5186       15.72     36.0424       15.72     35.9476       14.29
164	0	3        32      15.005     -36.245       14.29    -35.9476       15.72    -36.0424       15.72    -36.5662       14.29    -36.4238      36.245      15.005     35.9476       14.29     36.0424       15.72     36.5662       15.72     36.4238       14.29
165	0	3        33      15.005     -36.745       14.29    -36.4238       15.72    -36.5662       15.72    -37.0901       14.29    -36.8999      36.745      15.005     36.4238       14.29     36.5662       15.72     37.0901       15.72     36.8999       14.29
166	0	3        34      15.005     -37.245       14.29    -36.8999       15.72    -37.0901       15.72    -37.6139       14.29    -37.3761      37.245      15.005     36.8999       14.29     37.0901       15.72     37.6139       15.72     37.3761       14.29
167	0	3        35      15.005     -37.745       14.29    -37.3761       15.72    -37.6139       15.72    -38.1377       14.29    -37.8523      37.745      15.005     37.3761       14.29     37.6139       15.72     38.1377       15.72     37.8523       14.29
168	0	3        36      15.005     -38.245       14.29    -37.8523       15.72    -38.1377       15.72    -38.6615       14.29    -38.3285      38.245      15.005     37.8523       14.29     38.1377       15.72     38.6615       15.72     38.3285       14.29
169	0	3        37      15.005     -38.745       14.29    -38.3285       15.72    -38.6615       15.72    -39.1854       14.29    -38.8046      38.745      15.005     38.3285       14.29     38.6615       15.72     39.1854       15.72     38.8046       14.29
170	0	3        38      15.005     -39.245       14.29    -38.8046       15.72    -39.1854       15.72    -39.7092       14.29    -39.2808      39.245      15.005     38.8046       14.29     39.1854       15.72     39.7092       15.72     39.2808       14.29
171	0	3        39      15.005     -39.745       14.29    -39.2808       15.72    -39.7092       15.72     -40.233       14.29     -39.757      39.745      15.005     39.2808       14.29     39.7092       15.72      40.233       15.72      39.757       14.29
172	0	3        40      15.005     -40.245       14.29     -39.757       15.72     -40.233       15.72    -40.7568       14.29    -40.2332      40.245      15.005      39.757       14.29      40.233       15.72     40.7568       15.72     40.2332       14.29
173	0	3        41      15.005     -40.745       14.29    -40.2332       15.72    -40.7568       15.72    -41.2807       14.29    -40.7093      40.745      15.005     40.2332       14.29     40.7568       15.72     41.2807       15.72     40.7093       14.29
